content,topic
华南师范大学避雷啊，这个人，他卖资料，我问他有什么他也不说，就一直问我价格能不能接受，最后还直接人身攻击我，这人什么成分啊？？我买个两三百的东西总不能啥也不问就掏钱吧，好莫名其妙啊，还把我拉黑了#819光学##光学工程#,"819光学,光学工程"
有点不想争保研了太累了…明天开始研究,
南信大如果你再摸鱼，你将面临如下局面，一环接一环:1、没时间背书2、押题卷来不及做3、不想考了4、看到别人背书学习，又急迫又后悔5、考完不敢查成绩6、得到200不到的分数7没过国家线，连调剂都没机会8、看别人复试9、看别人通过复试10、看别人拟录取11、看别人录取12看别人发朋友圈庆祝录取13、看别人晒录取通知书14、后悔的渡过4个月15、而你，你只会一直后悔，因为你本可以上岸的别玩了，滚去学习,
“研途有你，行远弥坚”交流会不知不觉间榴月将过，荷月在即，学海的轻舟又停靠在一个新的渡口。为帮助同学们确立发展目标，明确方向，扫清疑惑，5月31日，外国语学院于XE103教室、XE308教室举办“研途有你，行远弥坚”交流会。此次活动面向22、21、20级全体学生召开，活动由19级成功考入研究生的优秀学姐金璟雯、王欣园、周杨、周思琪与徐淼担任主讲人。交流会中，学姐们根据自身经历，从多方面详细介绍了相关信息。首先由金璟雯学姐进行发言。她强调道，是一场心理战，大家要有良好的心态，才能发挥出较高的水平。此外，学姐还分享了自己背的技巧和考试注意事项。接着，王欣园学姐以时间线为顺序，详细阐述了从暑期准备到来年五月复试结束中各个阶段的具体流程和注意事项，同时也介绍了英美文学、口译等不同方向的准备方法。周杨学姐向同学们介绍了前期准备工作需要关注的信息，并提醒同学们购买材料时一定要留心辨别真伪，最后她强调道，同学们在备考过程中一定要规划好学习任务，坚定的信念。周思琪学姐则从学硕、专硕等方面向同学们介绍了英语系的方向，并向大家传授了二外的学习经验。最后，徐淼学姐先从自身心路历程出发，介绍了诸如大综合、小综合等的大致范围，并在择校问题上给大家提供了一些参考。活动最后，同学们在提问环节与学姐们积极互动，就复试、教材等问题向学姐请教，学姐们耐心回答，做出了更深入的补充说明，同学们均表示通过本次活动自己收获颇丰。“是三分信仰，加三分勤奋，加三分坚持，再加一份幸运。”本次交流会中，同学们既能学习上岸学姐们的优秀之处，汲取丰富的经验，同时也能够对未来有更加清晰明确的规划，掌握相关技巧，并了解更多信息。相信通过本次交流会，同学们会在未来的路上能更加行稳致远、行远弥坚。责任编辑|王秀丽审核|张浩编辑|团委宣传中心陈艺文图文来源|外国语学院,
华南师范大学避雷啊，家人们。这个人，他卖资料，我问他有什么他也不说，就一直问我价格能不能接受，最后还直接人身攻击我，这人什么成分啊？？我买个两三百的东西总不能啥也不问就掏钱吧，好莫名其妙啊，还把我拉黑了#819光学##光学工程#,"819光学,光学工程"
78个《》，我已经在坚持了19天。,
听的很多歌，都属于特定时期的。每次听到某些歌，就会到过去某个回忆的情景中。其实我是故意的，故意在在乎的时间里听一些有特点的歌曲，大部分是抒情，是为了给自己一个时间倒退机。比如说，2am是结束那两天在大连市里反复听的，这些歌前奏一起，我就不由自主回到走在跨海大桥的情景中，那时对未来的担忧，还有释然。,
关于南师新传，你是否知之甚少，依旧是个小白？你是否还在自己孤军奋战，找不到研友而发愁呢？你是否仍被诸多疑问困扰，却又迟迟得不到解答呢？别慌！觅风全替你考虑到啦！2020南师新传QQ群已建立~加群的小伙伴可免费获得学长专属答疑，还有超值的新传资料和不定期的公益讲座，都在群里噢~考南师的宝宝们快来加群鸭！#觅风带你考上南师新传##觅风问答#添加微信：mifengkaoyan-1咨询问题,"觅风带你考上南师新传,觅风问答"
33个《核心》，我已经在坚持了60天。,
【券后29.9】华研外语2020英语一复习指南【10元券】微博专享限时领券,
2020每天的努力仅有一点点，但坚持下去将会离梦想更近一点。学习拼的不是谁学的时间久，而是谁的效率高。,
2020不知道有没有西外的学长学姐想问一下问题,
2020有跨考教育学的小伙伴嘛想问问你们报班了没有想报班但是太贵了啊啊,
过过过,
studyaccount2020studywithme打卡第①②天距离还剩③③①天▶希望自己的能力可以像时间一样如此飞快进步！【1.24】基础阶段【1-3】‌：曲根万词课C2、C1复习✔‌：曲根万词班学习✔‌：外刊阅读复习＋复习记忆【30'】✔‌语法：《张满胜初级》总结＋练习✔翻译基础：《武峰十二天》视频学习✘‌外刊：经济学人精读✔‌百科：百家讲坛（闲暇之时增点见识）✔,
125个《》，我已经在坚持了75天。,
2022年今天晚上的时间挺不错的做了自己想做的游泳游了半小时听自己最喜欢的歌就是感冒有些难受,
出地铁站到进屋多说十分钟的时间身上冻透脸吹歪回家爷爷奶奶最大声的放着电视进屋又看见准备时候的各种书，笔，桌子，椅子啊说好的明年回来可是从下车到现在好像所有东西都在告诉我这儿的所有全是不好的感觉都是痛苦的回忆还是别回来了,
Day98#2020#新传自律,2020
承蒙遇见不胜欣喜加油啊亲,
和病友约会的一天！【倒计时335】,
44个《》，我已经在坚持了39天。,
67个《》，我已经在坚持了50天。,
新东方在线雅思免费公益课开始啦准备国内同学，研二有很多出国交流，考察机会，当你有雅思证书，是不是就轻松拿到名额/呲牙，同学复试也会占很大优势哦！出国同学：雅思必备啦，不用多说毕业直接就业同学：想去一线城市进500强企业，没有雅思进不去有需要公益课的同学请联系老师领取，QQ：991947661,
//@拜托啦学妹://@仙女凤梨酥:让他，让他过六级，让他每天汇报工作，定期做思想汇报，让他每天八点前回家。。。哎呀太多，说不完,
2020🙋初会20-21🙋高数2.2-2.3🙋英语U2英语学起来最没有热情的了，明明以前还挺喜欢英语的，到了大学之后就开始慢慢地讨厌英语了，而且现在也没有很好的环境可以让我背，还是有点烦躁的对于数学的热情还是一直保持着，数学真是越学越有趣，特别是做题的时候,
135个《》，我已经在坚持了30天。,
[瞧瞧]18冠状动脉粥样硬化串讲②L医考王强老师的秒拍视频,
距离2020335天#K的打卡日常#产品手绘今天听到了一个电台，里面有这样一句话：这个世界终究是善良的世界要做个善良的人所以你要更加的努力才能碰到你生命中会出现的运气和贵人终究人外有人天外有天无论处于什么样的高度都应保持谦逊与礼貌,K的打卡日常
101个《》，我已经在坚持了90天。,
【今日闲聊专用贴】来，聊天开始了，瓜子茶水橘子到位了~仅供小姐妹们聊天谈心，点赞广告拉群什么不要进来哦~望理解，谢谢。,
//@一到冬天就有双下巴7:有没有人给20的一点经验啊,
44个《》，我已经在坚持了44天。,
都2020年了（我宇哥还辣么帅）,
45个《》，我已经在坚持了40天。,
33个《》，我已经在坚持了211天。,
我现在甚至有点不敢看徐涛。。。会回忆起前最后一个月被政治支配的恐惧,
【投稿.生活吐槽】妈妈正在经历更年期实在太难应对了她本身就脾气比较大，我在家都小心翼翼。今年没考好打算二战，她知道以后隔三岔五就要发作，昨晚上竟然因为我躲被窝追了几分钟知否就骂我不自律不知道学习，尽管我每天都在图书馆待一天我初中学习很好但高中以后理科就不是很好了，失利也是因为数学很差，但她总觉得我就应该是小时候那样的成绩，好像我考不好就是我不努力。高中常吵架，大学以后很少跟她争执，但昨天因为这点小破事骂我半小时实在忍不住呛她了orz她最近月经比较乱估计是绝经的迹象吧，心真滴好累想赶紧过完年回学校然后暑假租房在那边学习…我22岁了每天过的像中学生一样凄惨，不敢和朋友出去玩不敢在家里玩手机，哦对我妈是初中班主任hhh,
2020today/3371️⃣墨墨红宝书✖️50，恋练有词U1，刘晓艳语法，TED演讲✖️12️⃣《现代戏剧史稿》第一章看完了，《戏剧艺术通论》中国戏剧观念看了前两部分3️⃣《人间滋味》p1004️⃣田英章硬笔楷书练了20分钟这两天太不行了，晚上英语花的时间过长，今天专业书又没看完，明早继续还债。英语的FT泛读要氪金，本卑微仔还是继续VOA吧，不过今天看的TED讲得特别好《人间滋味》明天得看完，练字跟练跟不上，老师写得也太快太好了1551，我马上还得琢磨下钢笔和墨水…今天第一次用方格本，有点无措，还是要试段时间适应一下。一周要过去了，weekly总结和marginnote的思维导图也得安排起来了。我心好累。,
#19不认命#成功,19不认命
##虽然礼品很丰厚，可是我不了,
20，人家现在就准备计划，你比他们还晚一年，更要严阵以待，小哥哥是上进的人，的确有数的人都有主心骨，pJJ每回都是丧丧丧，可是人家努力从不发说说，呵呵，你的判断还是对的，不知道还会不会见面，估计能见，然后这个2019也就这一次，看看你的成果吧，这一个假期，Jm和二级，还有专业课，你能行，加油,
220个《》，我已经在坚持了256天。,
转赞这条水灯博一切都会变好超好无敌好✨,
//@梧桐埋松子:我等！查看图片//@梧桐埋松子:救救孩子吧心系成绩都有黑眼圈啦让ruc娶了我吧,
##宝宝加油！,
好烦，今天。上午背中途分心就很不对了，下午甚至产生了偷懒的心理虽然后期被我强行掰正但是还是浪费了好多时间，高数我看可以约等于没看吧。晚上找新资源花了很长的时间，现在才看完，复习也只能安排到明晚了。晚上写总结的时候发现我是个sb吗写错页了，想锤爆自己的狗头好烦，明日复明日，明日没几天怎么办，想找一起的研友一起互相监督，就是那种我不学习你就疯狂辱骂我的那种，到哪找啊我晕，大号的姐妹们过的太快乐了我实在不想麻烦她们明天背的时候我再碰手机我就不是人,
张云雷去金拱门和店员说给我拿一包二重积分@宇哥@小辫儿张云雷,
@求签,
今天9点上班的我居然睡到了8点半突然好为我以后的工作担心真的太久太久太久没有早起过了好怕自己以后三天两头的因为睡不醒而迟到请假也不知道是不是因为昨晚做了一个开心的梦同时梦到了本命和对家梦里的自己超级有趣几句话就把p.c.y和其他人逗得很开心对家的几个看着我对本命十分殷勤还不高兴2之前一直看着我没说话后来突然凑过来搭话问我认不认识谁谁谁（好像叫谷什么来着）我说不认识他就默默地退回去了其中有一段3diss了我结果被另外几个说没礼貌真的很好笑了想到同学走之前她们辅导员给她们讲的关于的要求还有同学那里传来的消息心里就很不安假的事好像没有自己想得那么简单后果或许真的会很严重也说不定但是能怎么办做都做了不管怎么样都承担吧,
现在在复习中，但是很纠结是否要报专业科面授班，单科也要10k+，想问一下大家那些学长学姐真的对专业重点和面试啊还有选导师有很大帮助吗，请求帮助,
我关注了日语专业超话，小伙伴们快来加入日语专业超话一起聊聊吧~戳这里→http://t.cn/RqoJ0At,
哇//@撚撚宝宝_Suk:真的很多借他笔记的人！我的古代汉语老师也是政大中文系的，我和她说起青峰，她说青峰虽然不，但是很多的学弟妹都借他笔记！！！,
"#周思成##英语大王思思老师##一笑而过#二美英剧,句子S1二十,总第256,257天;原音轮1逐句,第256,257天,第9集第10.1-16.2幕,第10集第1.1,1.3幕第2天,完,二十,完;结合@宋智鸣智鸣哥的五步精听法,听写/记忆思思的全能美剧.(努力去做更好的自己第676,677天,20190115,16,0+752+0=%)","周思成,英语大王思思老师,一笑而过"
80个《》，我已经在坚持了68天。,
好吧，凉凉了，我和高居居要准备省考了,
孟鹤堂不在饭圈许多年，实在是因为上一年阶段的压力，都靠每天吃饭和睡觉前听郭于二位先生和堂良的相声才得以排解压力，看不得别人以不公正的态度妄议孟周，别被影响，别被打扰，真的，更多不在微博这个平台上的人喜欢这你们！你们值得更好的！谢谢德云社2018的陪伴！第三次特别表白先生和小先生,
studyaccount#2020##闲鱼也要有梦##2020剩下344天。day59。今日完成：英语：万词班(day4)+红宝书(扇贝复习day3)+阅读的逻辑(day1)专业课：9版生理绪论+内科(胃食管反流，胃炎同步训练)锻炼(40分钟)红宝书还没发货，果然用app背不是很习惯...坐等红宝书了，还有打印的快递，后天开始补vivian语法。,"2020,闲鱼也要有梦"
倒计时341天2020早起打卡stayhungrystayfoolish学习打卡,
2020p1:今日学习打卡：重新听了昨天的词汇课，又加深了一下印象。把上周没记牢的诗词又重新过了一遍。语法看到第八次课了，还有两次就可以结束了！每天坚持背，必须要打好这个基础！p2古汉笔记p3从重新下载墨墨到今天，坚持了四十多天，对于我这个以前不喜欢背的人来说，真的是突破了p45利用手帐，作为自己读书&诗词的记录，方便回顾。上周的时间轴，这两周试图改变记录的方式,
2020第三天今天1：两个初会视频+做了第一章课后练习2：两个高数视频3：两个英语视频数学：看汤老师讲定义的时候有点听不懂，但是一做题就好了，我打心底觉得定义讲得过细过于复杂了，没有很大的必要去弄明白那些证明，直接记结论或许会好点英语：今天买的恋练有词到了，但是看朱伟老师的视频有一点头大…废话有点多（小声bb），有没有小伙伴有更好背的方法？初会：今天依旧觉得刘忠老师好可爱哈哈哈好喜欢他讲课，因为有会计基础所以听起来也比较轻松最后是说给自己的话：一定要坚持啊！！！,
健康、阳光、快乐老公这样特别好,
想买这个水杯当我战杯,
新传五月总结plog那些你为了梦想低头不语的日子，会成为星星，点亮你明亮的未来！六月大家一定要继续加油呀#新闻与传播##山西大学新传##新传#,"新闻与传播,山西大学新传,新传"
西南交通大学新传24川味西南交大新传实务训练营全新上线！前15名报名享受报名优惠，手慢无❗#24西南交大新传#,24西南交大新传
我的微信小号是期间的树洞，里面记录了我很多emo小时刻，今天从头开始浏览挨个自我回复，很不一样的感觉。可能读研的道路也很痛苦，但我已经站在起点了，那就要勇敢、活力满满的走下去！！！,
给自己的规划，明天把九个一电子版上交，下午有空把跳跳手链编制完，下周把跳跳两个裙子腰阔宽，干完这些事情就开始看的书，刷政治第一章，期间有空就减肥，跟着陆姐一起动起来！监督监督监督！早睡早起！少吃东西！,
研究生专升本医学检验技术有推荐的院校吗大家#规划####24##医学#,"规划,,24,医学"
24新传##郑大#新传#提供备考方法咨询服务，包含热点复习指导、实务备考、论述答题等。提供新传实务批改及论述题批改指导，一对一辅导，可咨询,",新传"
司南Day1中教史跟着视频又复习了第26个视频，学科语文也在复习，有在记英语希望明天上午好好进入新的学习中#教育学##司南#,"教育学,司南"
//@新东方王江涛:O1月29日，22点前，转发本微博并关注@刘文涛老师和@新东方王江涛，5位孩纸获赠《十天搞定》（默写本）！@微博抽奖平台开奖。,
125个《》，我已经在坚持了16天。,
20成功家人朋友一切都好,
"英语Successisnotfinal,failureisnotfatal,itisthecouragetocontinuethatcounts.成功并不是终点，失败并不是终结，只有勇气才是永恒。--丘吉尔Goodnight资中街头极限健身推动全民健身传递正能量🙏💪👊晚安全民学健身街头健身一起来健身健身爆照#这句话我给满分#健身英文中英双语文摘每日英语英语四级英语六级大学生英语自学#英语天天学##惊艳中国#运动就是坚持#就这一刻##每日心情记录##生活正能量打卡#","这句话我给满分,英语天天学,惊艳中国,就这一刻,每日心情记录,生活正能量打卡"
##古汉一个单元半小董老师词汇视频三讲古汉很厚，看起来也费劲，用的时间很多，今天大部分时间都是在看古汉。感觉英语词汇真的很重要，继续掌握熟词僻义。明天加油！, 
我们老师说人群当中有一类人的冲劲最可怕就是那种高考失利憋着一口气希望用来咸鱼翻身的人说的太对了,
//@新东方王江涛:O1月29日，22点前，转发本微博并关注@刘文涛老师和@新东方王江涛，5位孩纸获赠《十天搞定》（默写本）！@微博抽奖平台开奖。,
一个宝贵知识，一则真实故事，一位伟大人物，我给你，一番用心嘱托。我望你，一刻用心思考。L宇哥的微博视频,
,
67个《》，我已经在坚持了26天。,
42个《》，我已经在坚持了211天。,
103个《》，我已经在坚持了3天。##,","
studyaccount2020🔸恋练有词unit13-4🔹汤神高数第一章4🔸自然地理学第一章1-3今天也是认真学习的一天,
天天师兄@天天师兄320@改掉名字就找不到我1.补生理绪论🙉2.英语🙉3.絮絮叨🙈：①微信：和大家互动；②微博：打卡专用；③QQ：记录实习（趣事+知识点）；沪江复习资料；偶尔牢骚4.🙊生疏打卡，导图还不是很简练，欠得课得加油补上，努力每晚23:20前打卡,
2020🕐1.24打卡今天去学校图书馆学习了，空的像只有我一个人一样✔️唐静每日一句终于跟上进度啦✔️复习唐静翻译✔️唐静翻译定语从句后置翻译法,
84个《》，我已经在坚持了57天。,
//@拜托啦学妹://@仙女凤梨酥:让他，让他过六级，让他每天汇报工作，定期做思想汇报，让他每天八点前回家。。。哎呀太多，说不完,
张艺兴哥哥，演唱会千万不要开着月，你听到了吗？,
自回到家以后就一直觉得头晕晕的不知道是因为家里太暖和了还是因为实习月积累下来的睡眠不足现在才11点我就已经关了房间的灯爬上了床怕不是真的年纪大了过去看呀哆的绘本《那些蛋疼的日子》漂泊在外的呀哆一放假回家就开始生病说是在外习惯了强撑不想生病也不敢生病回到家便可以放下所有的顾虑因此立马就病了也是不无道理狗屎说大一天真烂漫大二如梦初醒大三勾心斗角大四各奔东西也是很有道理处在现在这个时期仿佛只有准备才是政治正确可是这是为什么呢一路以来我都说不清为什么为什么要上大学因为小学初中高中大学一脉传承按照轨迹就该如此可是到了这一步我就又说服不了自己了这是为什么呢过去谈及未来谈及梦想勉强算得上一腔热血的我说我以后想画画后来怪自己不够坚定刘教授说不一定非要特长生等上了大学我就可以好好发展自己的爱好时至今日事实是我已经把它丢掉了这是为什么呢小蘑菇说“回头看自己的那一刻才是最难过的”我没有办法给过去的自己一个交代也没有给未来的自己一个支撑却还想前行这是为什么呢,
81个《》，我已经在坚持了441天。,
我画的森林系列的图画，森林树娃，谷魔蘑菇O森林树娃，谷魔蘑菇。,
//@鱼蕾学姐中传动画辅导:赞#鱼蕾学姐中传动画#,鱼蕾学姐中传动画
252个《》，我已经在坚持了90天。呜呜呜终于背完250个！,
#新浪看点#2020年:考试周撞上怎么办？O2020年:考试周撞上怎么办？,新浪看点
能不能等一下狗啊哥哥//@张艺兴工作室:今晚老板张艺兴带来燃炸舞台，还“大秀”腹肌，撩翻全场更有和两位海外bro的炫酷联手面向“紫海”突然“官宣”，今年演唱会等你们！,
#Everyday日精进#好几天没写日精进图一是啥是翻译很生动形象了图二本科好姐妹@Lemonrrru的longchat，远隔百里却更多共鸣😘😘因为论文展开调研，发起强大的朋友圈中科院的潇潇，浙大的闺蜜晗，海大的学霸，国科大的后桌，北航的师姐……感谢优秀的人配合，论文要创新太难，而又不是那么那么遥不可及，加油吧少年,Everyday日精进
69个《》，我已经在坚持了351天。,
day427115个《》，我已经在坚持了56天。keepon,
2019.1.19打卡第19天真的让人头秃@笃学学堂@笃学学堂-谷雨姐,
2020资源1.19更新O2020资源：1月18和19日更新[微信公众号搜索：A梦]萧邦品牌大使王源#,
#2020一笑而过#2019.1.19day19①第一章第二章没背完②刑法看的三大本，没听课③长难句第一讲已听，明天晨读五个句子④练字儿两张。《增广贤文》也太好了叭，想背。读书需用意，一字值千金。⑤深蹲50个晚安,2020一笑而过
##Day89明天开始放寒假啦要开始执行寒假学习计划了哦不忘初心全力以赴@考虫萌酱,
宇哥:请你吃汉堡鸡腿请你喝奶茶请你吃早餐吃午餐吃晚餐，不吃???你是不是看不起宇哥！宇哥:上晚班早点回去，女孩子不安全呢，九点就硬生生让我们回去。宇哥:陈丹，你晚上又在那里和甘医生叽叽喳喳两只小老鼠一样，快去看书，你要好好准备要呢，年轻人要。我:???好好好，听宇哥的我去看书~我:宇哥，我男朋友下个星期来，晚班可以早点回去不？宇哥:你男朋友要来啊，你不用来上晚班了，好好陪男朋友，不用怕，刘主任那里我帮你挡着。鬼知道我为什么会碰到这么好的同事,
//@ONE字幕组:还有的请到原微博下补充只要是你觉得讲的好的老师就行，不管是四六级雅思托福GRE，只要你觉得这老师很棒，就在原博下补充哦，千万不要写机构，机构内老师水平还是有差异哦。,
//@梧桐埋松子:成功,
#2020#不知不觉的这个时长我很慌张，但是还是有一些东西没完成，因为数学投入时间太长了，总得来说我不喜欢时间超过九小时，总感觉有些不可思议今天晚上洗了澡，相较平时都是上午洗，不过现在超喜欢晚上洗香香了，感觉可以赶走一天的疲惫🙋,2020
晚饭后20min靠墙站➕天鹅臂（能坚持的姐妹是真的狼人）➕《哲学人生》一辑一篇➕《交通设计》➕百家讲坛➕日常涂身体乳，还有期间想了很久的安慰评论get✔,
10秒内转发，2019年求什么得什么，建议你们还是转发一下吧🙏🙏🙏,
家人平安健康，成功，考证成功，幸福快乐,
59个《》，我已经在坚持了94天。,
//@孔玮Vicky:复试涉及的内容非常多，作为研究生复试考官的我会在复试课上全面系统又重点突出地教你，如何把握复试全局，如何赢得老师青睐，如何打好最后一战！【转发本条抽1盒ysl圣罗兰恒久羽毛气垫粉底】,
李敏镐倒计时D-99时间真快啊！两年前大四准备的时候，知道了我们大萌也有读研，于是心中有了动力向偶像看齐，努力考上，记得复习那段时间年蓝色大海的传说播了都没敢看，忍着考完试全补上。正好读研的这两年你在服兵役，似乎就像一个约定，约定我们都在努力着过好自己的生活终于王者要归来啦，期待与你见面感恩遇见你✨晚安呐@李敏镐,
2020,
#湖南师范大学辅导#听了课，记得把自己做的作业发给我哈～第一，自己要主动，不要每次我都周日去催你第二，自己要认真，学习终究是自己的事情第三，自己要多问，网络课程和面授不一样，网络课程一定要主动提问，思考，我就有问必答的，就怕你们不问！,湖南师范大学辅导
45个《》，我已经在坚持了25天。,
##day87#Everyday日精进#day76复习一天结束了一门考试明天是最后一门考试啦[小仙女]终于可以回家了今天收到了有机化学书真的是又厚又长希望明天能收到的大礼包啊要不后天就要走了🙏晚安明天加油(ง•̀_•́)ง,",Everyday日精进"
#敢想世界就是你的#。新年规划，敢想敢说。2019本宝宝的flag求各位共同监督1.能去学院奖领奖2.3.过四六级4.克服懒癌拖延症5.学会弹一首曲6.一周能坚持散步运动三次（可以是跳舞等等）7.做个优秀的自己8.学会沉着冷静9.改掉坏脾气10.学会点画画11.过计算机二级12.考过教师资格证以上做不到我是猪🐷共同监督天地可证@学院奖@张默闻这厮@张默闻策划官方微博,敢想世界就是你的
@MU0319:辞职考公务员都比实在一些答:公务员地位高，说出去有面子，公积金交的多，工资也比一般公司高不少，特别稳定，除非犯法，没人能开除你，是真正的铁饭碗。买不起房也没问题，公务员身份亮出来，多的是丈母娘愿意倒贴。过年回老家，你就是上上座，亲戚朋友都是仰望的眼神看着你。做生意发财那不是一般人干的，你也没那个本事，还是实在一点，有的功夫不如去研究申论。,
并不是每个人都适合结婚仔细想想，结婚不是人生的必答题，它更像是一张试卷最后一道附加题，答对了加分，不回答不扣分你谈恋爱，就要花时间跟一个人相处，会开心快乐，会难过委屈，你不谈，把时间花在任何一件让你开心的事上，都行，本质上没区别，那些闻到榴莲千层皱眉的人，命里可能早有了一份提拉米苏，那些一辈子不结婚的人，也有一件跟结婚相提并论的小事儿充满她的生活，让她开心就像，毕业了，看着身边的人都忙着找工作实习，你慌什么，想就沉下心来学习。就像，你年龄大了一点，看着身边的人都忙着相亲结婚，你急什么，不打算嫁人就学点其他本事，能让自己活的漂亮，怎么会愁什么老了将至的孤独怕什么，生活不同而已看到一段话：我们是不是已处于一个鸡肋世界，生活上有着太多食之无味，弃之可惜的人情与事物。上至婚姻、事业，下至中午时分匆匆吃下肚的那个盒饭，都可能是鸡肋仔细想想，好像确实如此，为了活着，我们不得不吞咽一份爱情的将就，吞咽一份工作的委屈，吞咽生而为人的抱歉也许，你太怕一个人孤单，所以总想着找一个人结婚来压压惊。,
#关于碎碎念#3小时护心破万。😬,关于碎碎念
7️⃣7️⃣每日一题20版闭关修炼1.2.15先一直做到考试那天一起努力学习数学[奋斗]冲向150###闭关修炼打卡##2024#,",闭关修炼打卡,2024"
欢迎欣赏——趴在宿舍楼门口宿管怎么叫也叫不走，最后跟着我的资料跑到学妹行李箱边上的花花,
早上的时间过的漫长晚上回来就十一点了丝毫没有自己的时间过得飞快为了有些自己狭小的心灵空间只得熬夜想起那会每天学习完为了玩会手机看看外面的世界牺牲了不少睡眠时间好像人生就是在一轮一轮的重复一次一次的未知好像也没什么意思,
听劝！全程无脑跟上岸的六月份带学计划#微博原创者计划####24#L一等文的微博视频,"微博原创者计划,,24"
#2023##扇贝#我在扇贝学习英语，坚持学习，未来可期,"2023,扇贝"
睡前说出你的愿望锦鲤给你祈福愿望会实现的🙏,
进复试🙏🙏🙏,
140个《》，我已经在坚持了2天。##,","
张云雷哥哥来西安而我不能去见他无敌伤心决定以后在见不到张云雷的时候我都努力学习明天就正式复习第一天！滴！以后每天都打卡！@小辫儿张云雷艾特一下下哥哥给自己信心！,
44个《》，我已经在坚持了96天。,
90个《》，我已经在坚持了91天。,
『专业课_百度百科』,
,
【20倒计时328天】studyaccount2020#Everyday日精进#♥️[outcome]:✔复习两个单元✔高数课2节✔经济学人半节✔宇哥数学导学课三节✔练字1h✔看美剧学口语♥️[日精进]:🔺高数虽然学了一大半但心里还是很没底感觉逻辑不清晰于是今天又看了一些宇哥的导学课程给了我一些启发。1、可以看答案做题，但只能学思知道思路后要自己计算，熟悉题目的同时还能训练计算能力。2、要把基础知识掌握好，数学中120分左右是基础常规题。3、要加强自己的解题能力，通过不断地做新题+总结来实现。🔺感觉自己数学需要重新来一遍基础不牢地动山摇心里很没底就再学一遍这次学习要换一下方法每一节都要总结框架体系和逻辑。🔺是真的要调整作息了看见很多学姐学长的研路反思很多都有作息不规律不正常的问题不多说睡觉了！晚安！@孔玮Vicky@慕容以泽Y@Charlotte067,Everyday日精进
政治腿姐今天真的贼幸运哈哈哈哈哈哈哈鸡冻的我控制不住自己的小爪爪然后晚上一个激动看到腿的头像就一个手快发消息就在刚刚刚刚刚刚然后赶紧撤回本来想假装什么事情都没发生为什么！微信要提示“你撤回了一条消息”都撤回了！！！肯定是发送者要隐藏什么妈耶这个功能我今天切身体会要吐槽都不能假装自己什么都没干尴尬绝望我还是个瑟瑟发抖的小腿毛今天晚上真的是傻刁操作发之前截图检查了至少3遍怕泄露腿姐信息一条瑟瑟发抖在边缘试探徘徊的微博,
倒计时331天【人生是没有捷径的/你今天偷的懒/注定会成为你日后的磨难】✔️新东方两个list✔️田静语法课2✔️练字英文✔️墨墨100个今天学习的时间不长中午和爸爸妈妈玩了会聊了很多既然已经决定那就大步的往前走吧！也不要给自己留后路「你得逼自己一把才能看到更多的可能性」2020,
怕教资面试怕四级不过怕失败，真是大半夜活生生把自己气死,
15个《》，我已经在坚持了1天。##,","
我真的是把恋梦空间当恋爱课来看了就差拿笔记本记笔记了,
❤️我真的是太太太喜欢宇哥❤️考上研的孩子说每次看到您的微博总是一股学到2点的冲动带给我的不仅仅是一个好的平台更是一种拼搏积极创新超越自我的精神❤️,
//@考虫萌酱:【转抽10个100元】20系统班，近6万人报名！包邮送全套必备所需资料，速抢：,
20个《》，我已经在坚持了488天。,
@新传小小班哦卡哦卡打完卡了,
//@旭东翻硕:【资料分享合集】翻译硕士1、英语四级通关语法词汇：提取码:nm492、英语专四专八：密码:cfna3、考博英语：4、法律书籍：5、法律英语大礼包：翻译硕士,
天天师兄终于开始绪论的学习了，笨鸟飞了好久，还不熟悉，明天再熟悉熟悉,
希望所有的女生都清楚明白今天的一切努力过四六级专四专八出国实习找工作一切一切都不是为了光宗耀祖/满足父母的期待/不能输给隔壁那个碧池而是为了将来有一天面对一切人性带给你的失望之时可以有底气地告诉自己没事没事我还有钱我还可以坚强我还有独立的能力请先把自己的退路打造起来再去相信同甘共苦同舟共济的美好童话共勉,
这就是：我努力和改变的理由💪加油，坚持住，龙哥说，二十多岁唯一做的事儿就是坚持，坚持一年,
#华东政法大学##华政#围观吃瓜，大家都可以去贴吧看一下,"华东政法大学,华政"
很多学弟学妹问我跨考教育跨考培训的问题我现在说一下我自己的情况让学弟学妹们做个参考。报名跨考教育两种班型均是面授，赠送了相应网课。班型一：3-6月份的春季班，数学英语政治三门，价格9000左右（团购价，我们四五个同学一起报名的）。班型二：7-8月暑假集训，数学英语政治三门，价格10000左右，住在集训基地，住宿费35一天（上下铺四人间独立卫浴），水电费自费。p1.个人情况介绍p2.第一种班型p3-4.第二种班型p4.网课p5.第二种班型集训暑期宿舍甲醛问题。（可以在我的微博搜索跨考可以直接看到）,
113个《》，我已经在坚持了4天。##,","
269个《》，我已经在坚持了6天。##,","
202019/365#GodRestYeMerryGentlemen(Remix)#期末必备万通筋骨贴坐一上午颈椎就不行了计时错了其实是学了一天的基护知恩小仙女保佑明天考的全会蒙的全会回家倒计时三天啦,
刘先生@唯谷雨唯祝你成功啊,
